  score1=32, score2=19, dur=438.2, team1=cschnorr, team2=bertucci, winner=cschnorr, mtype=rescue_r2, mhash_short=[GRIM-RAUL], mhash_lshort=I-GRIM-RAUL, mhash=mhash=250511-2107I-GRIM-RAUL,utc=1747012066.41
  score1=28, score2=24, dur=477.4, team1=chthigpen, team2=ews2011, winner=chthigpen, mtype=rescue_r2, mhash_short=[NEAT-NOEL], mhash_lshort=G-NEAT-NOEL, mhash=mhash=250512-0730G-NEAT-NOEL,utc=1747049419.00
  score1=41, score2=10, dur=950.2, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[CALM-RYAN], mhash_lshort=X-CALM-RYAN, mhash=mhash=250512-0730X-CALM-RYAN,utc=1747049455.79
  score1=34, score2=24, dur=950.2, team1=bertucci, team2=cschnorr, winner=bertucci, mtype=rescue_r2, mhash_short=[DEAF-NEWS], mhash_lshort=S-DEAF-NEWS, mhash=mhash=250512-0731S-DEAF-NEWS,utc=1747049514.12
  score1=43, score2=7, dur=950.3, team1=thoma904, team2=bruno752, winner=thoma904, mtype=rescue_r2, mhash_short=[OKAY-RUSS], mhash_lshort=F-OKAY-RUSS, mhash=mhash=250512-0732F-OKAY-RUSS,utc=1747049572.45
  score1=26, score2=26, dur=950.2, team1=cschnorr, team2=jwenger, winner=cschnorr, mtype=rescue_r2, mhash_short=[REAL-NEED], mhash_lshort=A-REAL-NEED, mhash=mhash=250512-0733A-REAL-NEED,utc=1747049630.74
  score1=27, score2=17, dur=408.1, team1=cdembski, team2=ekwang, winner=cdembski, mtype=rescue_r2, mhash_short=[FOUR-SOLE], mhash_lshort=C-FOUR-SOLE, mhash=mhash=250512-0734C-FOUR-SOLE,utc=1747049689.07
  score1=50, score2=6, dur=950.3, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[KIND-TEAM], mhash_lshort=K-KIND-TEAM, mhash=mhash=250512-0735K-KIND-TEAM,utc=1747049722.78
  score1=1, score2=0, dur=20113.5, team1=thoma904, team2=jcizu690, winner=thoma904, mtype=rescue_r2, mhash_short=[MALE-INDY], mhash_lshort=F-MALE-INDY, mhash=mhash=250512-0736F-MALE-INDY,utc=1747049781.05
  score1=50, score2=4, dur=768.8, team1=bruno752, team2=ews2011, winner=bruno752, mtype=rescue_r2, mhash_short=[NEAT-JOAH], mhash_lshort=H-NEAT-JOAH, mhash=mhash=250512-0751H-NEAT-JOAH,utc=1747050710.38
  score1=39, score2=13, dur=950.2, team1=thoma904, team2=ekwang, winner=thoma904, mtype=rescue_r2, mhash_short=[LIMP-AMES], mhash_lshort=I-LIMP-AMES, mhash=mhash=250512-0752I-LIMP-AMES,utc=1747050760.49
  score1=48, score2=5, dur=863, team1=bruno752, team2=ekwang, winner=bruno752, mtype=rescue_r2, mhash_short=[VICE-LAND], mhash_lshort=W-VICE-LAND, mhash=mhash=250512-0753W-VICE-LAND,utc=1747050818.79
  score1=31, score2=25, dur=751.1, team1=cschnorr, team2=bruno752, winner=cschnorr, mtype=rescue_r2, mhash_short=[RUBY-FIRM], mhash_lshort=T-RUBY-FIRM, mhash=mhash=250512-0754T-RUBY-FIRM,utc=1747050873.17
  score1=42, score2=0, dur=604.7, team1=jwenger, team2=jcizu690, winner=jwenger, mtype=rescue_r2, mhash_short=[EASY-TONY], mhash_lshort=R-EASY-TONY, mhash=mhash=250512-0755R-EASY-TONY,utc=1747050922.41
  score1=19, score2=6, dur=950.4, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[MEGA-HACK], mhash_lshort=Y-MEGA-HACK, mhash=mhash=250512-0756Y-MEGA-HACK,utc=1747050965.04
  score1=33, score2=23, dur=592.5, team1=cschnorr, team2=chthigpen, winner=cschnorr, mtype=rescue_r2, mhash_short=[GOLD-ZALE], mhash_lshort=W-GOLD-ZALE, mhash=mhash=250512-0757W-GOLD-ZALE,utc=1747051023.37
  score1=30, score2=22, dur=644.4, team1=chthigpen, team2=ekwang, winner=chthigpen, mtype=rescue_r2, mhash_short=[DEEP-MENU], mhash_lshort=L-DEEP-MENU, mhash=mhash=250512-0757L-DEEP-MENU,utc=1747051065.43
  score1=39, score2=9, dur=950.4, team1=jwenger, team2=ekwang, winner=jwenger, mtype=rescue_r2, mhash_short=[HALF-MILK], mhash_lshort=I-HALF-MILK, mhash=mhash=250512-0758I-HALF-MILK,utc=1747051109.86
  score1=44, score2=5, dur=950.1, team1=bruno752, team2=ekwang, winner=bruno752, mtype=rescue_r2, mhash_short=[GORY-BULL], mhash_lshort=Y-GORY-BULL, mhash=mhash=250512-0759Y-GORY-BULL,utc=1747051168.22
  score1=37, score2=9, dur=950.3, team1=thoma904, team2=bruno752, winner=thoma904, mtype=rescue_r2, mhash_short=[SICK-OTTO], mhash_lshort=K-SICK-OTTO, mhash=mhash=250512-0800K-SICK-OTTO,utc=1747051226.53
  score1=39, score2=11, dur=950.3, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[SOFT-SETH], mhash_lshort=Q-SOFT-SETH, mhash=mhash=250512-0801Q-SOFT-SETH,utc=1747051284.86
  score1=44, score2=5, dur=950.2, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[GLAD-LOCK], mhash_lshort=X-GLAD-LOCK, mhash=mhash=250512-0802X-GLAD-LOCK,utc=1747051343.20
  score1=37, score2=5, dur=950.2, team1=jwenger, team2=bertucci, winner=jwenger, mtype=rescue_r2, mhash_short=[PLUS-GIBB], mhash_lshort=U-PLUS-GIBB, mhash=mhash=250512-0803U-PLUS-GIBB,utc=1747051401.51
  score1=26, score2=25, dur=423.2, team1=cschnorr, team2=ekwang, winner=cschnorr, mtype=rescue_r2, mhash_short=[ICED-COST], mhash_lshort=S-ICED-COST, mhash=mhash=250512-0804S-ICED-COST,utc=1747051459.85
  score1=37, score2=9, dur=950.1, team1=thoma904, team2=chthigpen, winner=thoma904, mtype=rescue_r2, mhash_short=[PAST-EMRY], mhash_lshort=R-PAST-EMRY, mhash=mhash=250512-0804R-PAST-EMRY,utc=1747051494.17
  score1=41, score2=8, dur=950.3, team1=jwenger, team2=bertucci, winner=jwenger, mtype=rescue_r2, mhash_short=[POOR-JAKE], mhash_lshort=W-POOR-JAKE, mhash=mhash=250512-0805W-POOR-JAKE,utc=1747051552.51
  score1=19, score2=18, dur=950.2, team1=thoma904, team2=bertucci, winner=thoma904, mtype=rescue_r2, mhash_short=[RARE-LEAF], mhash_lshort=B-RARE-LEAF, mhash=mhash=250512-0806B-RARE-LEAF,utc=1747051610.85
  score1=32, score2=18, dur=620.2, team1=bertucci, team2=ekwang, winner=bertucci, mtype=rescue_r2, mhash_short=[TEDS-WEST], mhash_lshort=I-TEDS-WEST, mhash=mhash=250512-0807I-TEDS-WEST,utc=1747051669.17
  score1=41, score2=0, dur=630.5, team1=cdembski, team2=jcizu690, winner=cdembski, mtype=rescue_r2, mhash_short=[TIDY-WOLF], mhash_lshort=F-TIDY-WOLF, mhash=mhash=250512-0808F-TIDY-WOLF,utc=1747051712.54
  score1=35, score2=0, dur=950.1, team1=chthigpen, team2=chthigpen, winner=chthigpen, mtype=rescue_r2, mhash_short=[GLAD-CADE], mhash_lshort=K-GLAD-CADE, mhash=mhash=250512-0809K-GLAD-CADE,utc=1747051756.34
  score1=33, score2=24, dur=950.1, team1=cschnorr, team2=chthigpen, winner=cschnorr, mtype=rescue_r2, mhash_short=[PLUS-CRIB], mhash_lshort=H-PLUS-CRIB, mhash=mhash=250512-0810H-PLUS-CRIB,utc=1747051814.64
  score1=28, score2=23, dur=539.3, team1=ews2011, team2=chthigpen, winner=ews2011, mtype=rescue_r2, mhash_short=[NINE-KEEP], mhash_lshort=C-NINE-KEEP, mhash=mhash=250512-0811C-NINE-KEEP,utc=1747051872.94
  score1=40, score2=0, dur=950.1, team1=thoma904, team2=jcizu690, winner=thoma904, mtype=rescue_r2, mhash_short=[REAR-CLUB], mhash_lshort=B-REAR-CLUB, mhash=mhash=250512-0811B-REAR-CLUB,utc=1747051912.60
  score1=25, score2=21, dur=384.6, team1=cschnorr, team2=cdembski, winner=cschnorr, mtype=rescue_r2, mhash_short=[FIVE-HELP], mhash_lshort=D-FIVE-HELP, mhash=mhash=250512-0812D-FIVE-HELP,utc=1747051970.93
  score1=28, score2=26, dur=449.3, team1=ews2011, team2=bertucci, winner=ews2011, mtype=rescue_r2, mhash_short=[EDGY-LION], mhash_lshort=X-EDGY-LION, mhash=mhash=250512-0813X-EDGY-LION,utc=1747052003.54
  score1=33, score2=25, dur=608.5, team1=jwenger, team2=cdembski, winner=jwenger, mtype=rescue_r2, mhash_short=[JIMS-MOSS], mhash_lshort=T-JIMS-MOSS, mhash=mhash=250512-0813T-JIMS-MOSS,utc=1747052039.10
  score1=46, score2=3, dur=950.1, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[MAIN-TACK], mhash_lshort=V-MAIN-TACK, mhash=mhash=250512-0814V-MAIN-TACK,utc=1747052081.88
  score1=30, score2=17, dur=522.1, team1=jwenger, team2=ews2011, winner=jwenger, mtype=rescue_r2, mhash_short=[DULL-PAUL], mhash_lshort=C-DULL-PAUL, mhash=mhash=250512-0818C-DULL-PAUL,utc=1747052292.67
  score1=28, score2=26, dur=637.6, team1=ews2011, team2=bertucci, winner=ews2011, mtype=rescue_r2, mhash_short=[SLIM-KARL], mhash_lshort=C-SLIM-KARL, mhash=mhash=250512-0818C-SLIM-KARL,utc=1747052331.50
  score1=0, score2=0, dur=2480.2, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[EVIL-SORT], mhash_lshort=H-EVIL-SORT, mhash=mhash=250512-0819H-EVIL-SORT,utc=1747052375.63
  score1=53, score2=0, dur=831.5, team1=cschnorr, team2=cschnorr, winner=cschnorr, mtype=rescue_r2, mhash_short=[NEXT-KIAN], mhash_lshort=F-NEXT-KIAN, mhash=mhash=250512-0821F-NEXT-KIAN,utc=1747052503.45
  score1=31, score2=7, dur=1521.4, team1=thoma904, team2=chthigpen, winner=thoma904, mtype=rescue_r2, mhash_short=[MISC-RUMP], mhash_lshort=T-MISC-RUMP, mhash=mhash=250512-0822T-MISC-RUMP,utc=1747052556.55
  score1=38, score2=6, dur=11042.4, team1=thoma904, team2=cdembski, winner=thoma904, mtype=rescue_r2, mhash_short=[LIKE-POSE], mhash_lshort=M-LIKE-POSE, mhash=mhash=250512-0824M-LIKE-POSE,utc=1747052640.77
  score1=30, score2=26, dur=950.2, team1=jwenger, team2=cschnorr, winner=jwenger, mtype=rescue_r2, mhash_short=[LATE-HAYS], mhash_lshort=Q-LATE-HAYS, mhash=mhash=250512-0832Q-LATE-HAYS,utc=1747053157.83
  score1=42, score2=12, dur=950.2, team1=thoma904, team2=cdembski, winner=thoma904, mtype=rescue_r2, mhash_short=[FOND-SIGN], mhash_lshort=S-FOND-SIGN, mhash=mhash=250512-0833S-FOND-SIGN,utc=1747053216.13
  score1=52, score2=1, dur=908.3, team1=bruno752, team2=jwenger, winner=bruno752, mtype=rescue_r2, mhash_short=[FIRM-NICK], mhash_lshort=J-FIRM-NICK, mhash=mhash=250512-0850J-FIRM-NICK,utc=1747054215.38
  score1=35, score2=3, dur=950.1, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[OOZY-NEIL], mhash_lshort=V-OOZY-NEIL, mhash=mhash=250512-0851V-OOZY-NEIL,utc=1747054271.82
  score1=34, score2=22, dur=635.1, team1=bruno752, team2=cschnorr, winner=bruno752, mtype=rescue_r2, mhash_short=[OPEN-ERIC], mhash_lshort=H-OPEN-ERIC, mhash=mhash=250512-0852H-OPEN-ERIC,utc=1747054330.08
  score1=38, score2=9, dur=950.1, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[CUTE-JOHN], mhash_lshort=Y-CUTE-JOHN, mhash=mhash=250512-0852Y-CUTE-JOHN,utc=1747054374.03
  score1=32, score2=19, dur=523.5, team1=jwenger, team2=cdembski, winner=jwenger, mtype=rescue_r2, mhash_short=[DULL-NEWT], mhash_lshort=A-DULL-NEWT, mhash=mhash=250512-0853A-DULL-NEWT,utc=1747054432.32
  score1=38, score2=8, dur=950.1, team1=thoma904, team2=chthigpen, winner=thoma904, mtype=rescue_r2, mhash_short=[WAXY-REID], mhash_lshort=K-WAXY-REID, mhash=mhash=250512-0854K-WAXY-REID,utc=1747054471.24
  score1=39, score2=10, dur=950.3, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[EDGY-YURI], mhash_lshort=M-EDGY-YURI, mhash=mhash=250512-0855M-EDGY-YURI,utc=1747054529.53
  score1=12, score2=4, dur=950.1, team1=jwenger, team2=thoma904, winner=jwenger, mtype=rescue_r2, mhash_short=[MALE-IVAN], mhash_lshort=I-MALE-IVAN, mhash=mhash=250512-0856I-MALE-IVAN,utc=1747054587.82
  score1=44, score2=0, dur=3348.1, team1=bruno752, team2=jcizu690, winner=bruno752, mtype=rescue_r2, mhash_short=[OILY-GRUB], mhash_lshort=D-OILY-GRUB, mhash=mhash=250512-0857D-OILY-GRUB,utc=1747054646.09
  score1=36, score2=9, dur=2633.3, team1=thoma904, team2=bertucci, winner=thoma904, mtype=rescue_r2, mhash_short=[TRUE-SNAG], mhash_lshort=F-TRUE-SNAG, mhash=mhash=250512-0900F-TRUE-SNAG,utc=1747054813.32
  score1=37, score2=1, dur=950.2, team1=thoma904, team2=bruno752, winner=thoma904, mtype=rescue_r2, mhash_short=[WILD-NEON], mhash_lshort=S-WILD-NEON, mhash=mhash=250512-0902S-WILD-NEON,utc=1747054948.10
  score1=37, score2=15, dur=641.2, team1=cdembski, team2=ews2011, winner=cdembski, mtype=rescue_r2, mhash_short=[LIKE-REIF], mhash_lshort=G-LIKE-REIF, mhash=mhash=250512-0903G-LIKE-REIF,utc=1747055006.28
  score1=31, score2=15, dur=950.2, team1=jwenger, team2=ekwang, winner=jwenger, mtype=rescue_r2, mhash_short=[GLUM-ZEST], mhash_lshort=I-GLUM-ZEST, mhash=mhash=250512-0904I-GLUM-ZEST,utc=1747055050.38
  score1=40, score2=1, dur=950.2, team1=bruno752, team2=chthigpen, winner=bruno752, mtype=rescue_r2, mhash_short=[BONY-KYLO], mhash_lshort=D-BONY-KYLO, mhash=mhash=250512-0905D-BONY-KYLO,utc=1747055108.56
  score1=37, score2=13, dur=950.3, team1=thoma904, team2=cschnorr, winner=thoma904, mtype=rescue_r2, mhash_short=[LONE-VITO], mhash_lshort=F-LONE-VITO, mhash=mhash=250512-0906F-LONE-VITO,utc=1747055166.72
  score1=31, score2=21, dur=950.4, team1=jwenger, team2=ews2011, winner=jwenger, mtype=rescue_r2, mhash_short=[MERE-JOSH], mhash_lshort=P-MERE-JOSH, mhash=mhash=250512-0907P-MERE-JOSH,utc=1747055224.89
  score1=6, score2=0, dur=950.3, team1=chthigpen, team2=chthigpen, winner=chthigpen, mtype=rescue_r2, mhash_short=[TIDY-LIAM], mhash_lshort=D-TIDY-LIAM, mhash=mhash=250512-0908D-TIDY-LIAM,utc=1747055283.18
  score1=55, score2=0, dur=801.1, team1=bruno752, team2=jcizu690, winner=bruno752, mtype=rescue_r2, mhash_short=[DARK-FORM], mhash_lshort=Y-DARK-FORM, mhash=mhash=250512-0909Y-DARK-FORM,utc=1747055341.48
  score1=39, score2=0, dur=950.2, team1=jwenger, team2=jwenger, winner=jwenger, mtype=rescue_r2, mhash_short=[MALT-EAST], mhash_lshort=Y-MALT-EAST, mhash=mhash=250512-0909Y-MALT-EAST,utc=1747055393.06
  score1=30, score2=22, dur=950.1, team1=bruno752, team2=cschnorr, winner=bruno752, mtype=rescue_r2, mhash_short=[AVID-WIMP], mhash_lshort=T-AVID-WIMP, mhash=mhash=250512-0910T-AVID-WIMP,utc=1747055451.39
  score1=33, score2=18, dur=523.8, team1=bertucci, team2=ekwang, winner=bertucci, mtype=rescue_r2, mhash_short=[BONY-CASH], mhash_lshort=J-BONY-CASH, mhash=mhash=250512-0911J-BONY-CASH,utc=1747055509.70
  score1=17, score2=0, dur=1262.8, team1=chthigpen, team2=chthigpen, winner=chthigpen, mtype=rescue_r2, mhash_short=[BACK-ZEST], mhash_lshort=M-BACK-ZEST, mhash=mhash=250512-0912M-BACK-ZEST,utc=1747055548.63
  score1=39, score2=11, dur=7922.7, team1=thoma904, team2=ews2011, winner=thoma904, mtype=rescue_r2, mhash_short=[BOLD-JUAN], mhash_lshort=K-BOLD-JUAN, mhash=mhash=250512-0913K-BOLD-JUAN,utc=1747055621.14
  score1=27, score2=25, dur=625.5, team1=jwenger, team2=ews2011, winner=jwenger, mtype=rescue_r2, mhash_short=[HALF-PONY], mhash_lshort=T-HALF-PONY, mhash=mhash=250512-0919T-HALF-PONY,utc=1747055996.31
  score1=49, score2=0, dur=950.4, team1=chthigpen, team2=chthigpen, winner=chthigpen, mtype=rescue_r2, mhash_short=[GOOD-RISE], mhash_lshort=T-GOOD-RISE, mhash=mhash=250512-0931T-GOOD-RISE,utc=1747056692.83
  
